query_idx	query_scan	query_file	query_precursor_mz	library_idx	library_scan	library_filename	library_precursor_mz	cosine	matched_peaks	delta_mz	ADDUCT	ANALYZER	CHARGE	CHROMATOGRAPHY	COLLISION_ENERGY	DATACOLLECTOR	EXACTMASS	FILENAME	FORMULA	FRAGMENTATION_METHOD	INCHI	INCHIAUX	INSTRUMENT_MODEL	INSTRUMENT_VENDOR	IONIZATION	IONMODE	LIBRARYQUALITY	MS2_EXPLAINED_INTENSITY	MSLEVEL	NAME	ORGANISM	PEPMASS	PI	PUBMED	SCANS	SEQ	SMILES	SOURCE_INSTRUMENT	SPECTRUMID	SPLASH	SUBMITUSER	TITLE	USI
294	485	aligned_features_filled.mgf	813.6842	32692	8438	GNPS-NIST14-MATCHES.mgf	813.6827	0.9577	7	0.0015			1		30.0	Data deposited by daniel		815429eafb604ae5a65a42cf0bcc01ac/NIST_STD_025_b.mzXML		N/A	N/A	N/A				Positive	3		2	Spectral Match to N-Tetracosenoyl-4-sphingenyl-1-O-phosphorylcholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	813.682656	Data from Pieter Dorrestein	N/A	8438	*..*	N/A	ESI-Q-TOF	CCMSLIB00003135664		mwang87	CCMSLIB00003135664	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003135664
296	487	aligned_features_filled.mgf	400.3598	806264	13445	BERKELEY-LAB.mgf	400.3570	0.8173	7	0.0028			1		N/A	JGI		3dacd5cf9c8d4c3d8596c71bf3234fbd/BERKELEY-LAB.mgf		N/A	InChI=1S/C27H45NO/c1-16-5-8-23-17(2)25-24(28(23)15-16)14-22-20-7-6-18-13-19(29)9-11-26(18,3)21(20)10-12-27(22,25)4/h16-25,29H,5-15H2,1-4H3/t16-,17+,18-,19-,20+,21-,22-,23+,24-,25-,26-,27-/m0/s1	JALVTHFTYRPDMB-HRRTYWNUSA-N				Positive	3		2	Demissidine CollisionEnergy:205060 [M+H]+	BERKELEY-LAB	400.357	Trent Northen	N/A	13445	*..*	CC1CCC2C(C)C3C(CC4C5CCC6CC(O)CCC6(C)C5CCC43C)N2C1	LC-ESI-Orbitrap	CCMSLIB00010115879		mwang87	CCMSLIB00010115879	mzspec:GNPS:BERKELEY-LAB:accession:CCMSLIB00010115879
297	490	aligned_features_filled.mgf	746.5714	31840	2431	GNPS-NIST14-MATCHES.mgf	746.5884	0.9694	8	-0.0170			1		30.0	Data deposited by mjmeehan		911aaf9fea3e43ecb208c13f468fc5c9/23-blood_pos_C18_QE.mzXML		N/A	InChI=1S/C42H84NO7P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-42(44)50-41(40-49-51(45,46)48-38-36-43(3,4)5)39-47-37-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h20,22,41H,6-19,21,23-40H2,1-5H3/b22-20-/t41-/m1/s1	SIEDNCDNGMIKST-IYEJTHTFSA-N				Positive	3		2	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	746.588379	Data from Gabriel Haddad	N/A	2431	*..*	CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003134771		mwang87	CCMSLIB00003134771	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003134771
310	513	aligned_features_filled.mgf	756.5515	758223	154	PNNL-LIPIDS-POSITIVE.mgf	756.5540	0.8383	6	-0.0025			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(16:1/18:2); [M+H]+ C42H79N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	756.554	Thomas Metz	N/A	154	*..*	N/A	LC-ESI-HCD; Lumos	CCMSLIB00010055416		mwang87	CCMSLIB00010055416	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010055416
318	529	aligned_features_filled.mgf	583.2567	46478	101	MONA.mgf	583.2550	0.9165	15	0.0017			1		N/A	MoNA:VF-NPL-QEHF000101		spectra_from_json.mgf		N/A	InChI=1S/C33H34N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-15,34-35H,1-2,9-12H2,3-6H3,(H,37,42)(H,38,39)(H,40,41)/b24-13-,27-14-,28-15-	RCNSAJSGRJSBKK-NSQVQWHSSA-N				positive	3		2	Biliverdin [M+H]+	MONA	583.255	MoNA	N/A	101	*..*	C=CC1=C(C)C(/C=c2\[nH]/c(=C\c3[nH]c(/C=C4\N=C(O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)=NC1=O	ESI-QFT	CCMSLIB00004691164		mwang87	CCMSLIB00004691164	mzspec:GNPS:MONA:accession:CCMSLIB00004691164
319	530	aligned_features_filled.mgf	835.6672	747352	1690	GNPS-IOBA-NHC.mgf	835.6670	0.7875	7	0.0002			1		20.0	UMR CNRS 8038 Universite de Paris		d13a7832d41440df9a57092cfa9999a2/IOBA_BAK_20M_DDA_ESI+_2_315.mzXML		N/A	InChI=1S/C47H93N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-47(51)48-45(44-55-56(52,53)54-43-42-49(3,4)5)46(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h11,13,38,40,45-46,50H,6-10,12,14-37,39,41-44H2,1-5H3,(H-,48,51,52,53)/b13-11-,40-38+/t45-,46+/m0/s1	DACOGJMBYLZYDH-GXJPFUDISA-N				Positive	3		2	SM(d18:2_24:0) - (2-{[3-hydroxy-2-tetracosanamidooctadeca-4.14-dien-1-yl phosphono]oxy}ethyl)trimethylazanium [M+Na]+	GNPS-IOBA-NHC	835.667	N Auzeil	N/A	1690	*..*	[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CCCCCCCCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCC\C=C/CCC	LC-ESI-qTof	CCMSLIB00005724109		mpanitchpakdi	CCMSLIB00005724109	mzspec:GNPS:GNPS-IOBA-NHC:accession:CCMSLIB00005724109
322	533	aligned_features_filled.mgf	748.5857	772104	14035	PNNL-LIPIDS-POSITIVE.mgf	748.5860	0.8962	7	-0.0003			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(16:0/17:0); [M+H]+ C41H83N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	748.586	Thomas Metz	N/A	14035	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010082195		mwang87	CCMSLIB00010082195	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010082195
326	537	aligned_features_filled.mgf	760.5853	33905	2634	GNPS-NIST14-MATCHES.mgf	760.5868	0.9492	11	-0.0015			1		42.0	Data deposited by lamccall		e66db02b2e174ae791d20c0d6e68637d/P6-C10_RC10_01_1238.mzXML		N/A	InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/b21-20-/t40-/m1/s1	WTJKGGKOPKCXLL-VYOBOKEXSA-N				Positive	3		2	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	760.586787	Data from James McKerrow	N/A	2634	*..*	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003136880		mwang87	CCMSLIB00003136880	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003136880
329	542	aligned_features_filled.mgf	782.5665	35929	2601	GNPS-NIST14-MATCHES.mgf	782.5682	0.8324	6	-0.0017			1		30.0	Data deposited by mjmeehan		63098e9f3d694fa6b375bf3d17aacc8c/Blood_Blank_pos_C18_QE_07.mzXML		N/A	InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/b21-20-/t40-/m1/s1	WTJKGGKOPKCXLL-VYOBOKEXSA-N				Positive	3		2	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+Na]+	GNPS-NIST14-MATCHES	782.568225	Data from Gabriel Haddad	N/A	2601	*..*	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003138952		mwang87	CCMSLIB00003138952	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003138952
332	553	aligned_features_filled.mgf	718.5735	774634	16565	PNNL-LIPIDS-POSITIVE.mgf	718.5390	0.9038	6	0.0345			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(15:0/16:1); [M+H]+ C39H77N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	718.539	Thomas Metz	N/A	16565	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010087420		mwang87	CCMSLIB00010087420	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010087420
336	562	aligned_features_filled.mgf	782.5714	35929	2601	GNPS-NIST14-MATCHES.mgf	782.5682	0.8128	12	0.0032			1		30.0	Data deposited by mjmeehan		63098e9f3d694fa6b375bf3d17aacc8c/Blood_Blank_pos_C18_QE_07.mzXML		N/A	InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/b21-20-/t40-/m1/s1	WTJKGGKOPKCXLL-VYOBOKEXSA-N				Positive	3		2	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+Na]+	GNPS-NIST14-MATCHES	782.568225	Data from Gabriel Haddad	N/A	2601	*..*	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003138952		mwang87	CCMSLIB00003138952	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003138952
347	583	aligned_features_filled.mgf	834.6013	788454	30393	PNNL-LIPIDS-POSITIVE.mgf	834.6010	0.7869	6	0.0003			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(18:1/22:5); [M+H]+ C48H85N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	834.601	Thomas Metz	N/A	30393	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010101797		mwang87	CCMSLIB00010101797	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010101797
348	584	aligned_features_filled.mgf	810.5988	34173	2514	GNPS-NIST14-MATCHES.mgf	810.5908	0.8506	13	0.0081			1		30.0	Data deposited by mjmeehan		070cdc7ef77c4567a2031d5f5d521a80/40-lungs.mzXML		N/A	N/A	N/A				Positive	3		2	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14 [M+Na]+	GNPS-NIST14-MATCHES	810.590759	Data from Gabriel Haddad	N/A	2514	*..*	N/A	ESI-Q-TOF	CCMSLIB00003137148		mwang87	CCMSLIB00003137148	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003137148
363	616	aligned_features_filled.mgf	371.1014	36158	677	GNPS-NIST14-MATCHES.mgf	371.1007	0.9160	9	0.0007			1		N/A	Data deposited by marjo		ac91a87795204865ae03b2fdf3e5dc06/s109-v754.mgf		N/A	InChI=1S/C10H30O5Si5/c1-16(2)11-17(3,4)13-19(7,8)15-20(9,10)14-18(5,6)12-16/h1-10H3	XMSXQFUHVRWGNA-UHFFFAOYSA-N				Positive	3		2	Spectral Match to Cyclopentasiloxane, decamethyl- from NIST14 [M+H]+	GNPS-NIST14-MATCHES	371.100698	Data from Maria Maansson	N/A	677	*..*	C[Si]1(O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)C	ESI-QQQ	CCMSLIB00003139524		mwang87	CCMSLIB00003139524	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003139524
367	623	aligned_features_filled.mgf	756.5513	773162	15093	PNNL-LIPIDS-POSITIVE.mgf	756.5540	0.8876	8	-0.0027			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(16:1/18:2); [M+H]+ C42H79N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	756.554	Thomas Metz	N/A	15093	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010084384		mwang87	CCMSLIB00010084384	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010084384
372	632	aligned_features_filled.mgf	630.6187	718377	1811	GNPS-LIBRARY.mgf	630.6180	0.8947	11	0.0007			1		N/A	UMR 8038 Universite de Paris		spectra_from_json.mgf		N/A	InChI=1S/C42H81NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-26-28-30-32-34-36-38-42(46)43-40(39-44)41(45)37-35-33-31-29-27-25-16-14-12-10-8-6-4-2/h17-18,35,37,40-41,44-45H,3-16,19-34,36,38-39H2,1-2H3,(H,43,46)	VJSBNBBOSZJDKB-UHFFFAOYSA-N				Positive	3		2	Cer(d18:1_24:1) -  N-[1,3-dihydroxyoctadec-4-en-2-yl]tetracos-15-enamide [M-H2O+H]+	GNPS-LIBRARY	630.618	O Laprevote	N/A	1811	*..*	CCCCCCCCCCCCCC=CC(C(CO)NC(=O)CCCCCCCCCCCCCC=CCCCCCCCC)O	LC-ESI-qTof	CCMSLIB00005436375		OrlaneL	CCMSLIB00005436375	mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005436375
374	635	aligned_features_filled.mgf	688.4954	36044	2859	GNPS-NIST14-MATCHES.mgf	688.4858	0.7422	20	0.0096			1		40.654573	Data deposited by lfnothias		b4ffdcd54519447baa56a7759c91e766/PgpDox_RB3_Sample_5C1_RB3_01_28193.mzML		N/A	InChI=1S/C37H70NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-36(39)43-33-35(34-45-47(41,42)44-32-31-38)46-37(40)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h13-16,35H,3-12,17-34,38H2,1-2H3,(H,41,42)/b15-13-,16-14-/t35-/m1/s1	PGPMCWZMPPZJML-NAFNZUQFSA-N				Positive	3		2	Spectral Match to 1,2-Dipalmitoleoyl-sn-glycero-3-phosphoethanolamine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	688.485779	Data from Pieter Dorrestein	N/A	2859	*..*	CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCC	ESI-qTof	CCMSLIB00003139099		mwang87	CCMSLIB00003139099	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003139099
377	642	aligned_features_filled.mgf	835.6681	747352	1690	GNPS-IOBA-NHC.mgf	835.6670	0.7543	8	0.0011			1		20.0	UMR CNRS 8038 Universite de Paris		d13a7832d41440df9a57092cfa9999a2/IOBA_BAK_20M_DDA_ESI+_2_315.mzXML		N/A	InChI=1S/C47H93N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-47(51)48-45(44-55-56(52,53)54-43-42-49(3,4)5)46(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h11,13,38,40,45-46,50H,6-10,12,14-37,39,41-44H2,1-5H3,(H-,48,51,52,53)/b13-11-,40-38+/t45-,46+/m0/s1	DACOGJMBYLZYDH-GXJPFUDISA-N				Positive	3		2	SM(d18:2_24:0) - (2-{[3-hydroxy-2-tetracosanamidooctadeca-4.14-dien-1-yl phosphono]oxy}ethyl)trimethylazanium [M+Na]+	GNPS-IOBA-NHC	835.667	N Auzeil	N/A	1690	*..*	[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CCCCCCCCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCC\C=C/CCC	LC-ESI-qTof	CCMSLIB00005724109		mpanitchpakdi	CCMSLIB00005724109	mzspec:GNPS:GNPS-IOBA-NHC:accession:CCMSLIB00005724109
379	646	aligned_features_filled.mgf	371.0994	36158	677	GNPS-NIST14-MATCHES.mgf	371.1007	0.8955	9	-0.0013			1		N/A	Data deposited by marjo		ac91a87795204865ae03b2fdf3e5dc06/s109-v754.mgf		N/A	InChI=1S/C10H30O5Si5/c1-16(2)11-17(3,4)13-19(7,8)15-20(9,10)14-18(5,6)12-16/h1-10H3	XMSXQFUHVRWGNA-UHFFFAOYSA-N				Positive	3		2	Spectral Match to Cyclopentasiloxane, decamethyl- from NIST14 [M+H]+	GNPS-NIST14-MATCHES	371.100698	Data from Maria Maansson	N/A	677	*..*	C[Si]1(O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)C	ESI-QQQ	CCMSLIB00003139524		mwang87	CCMSLIB00003139524	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003139524
384	660	aligned_features_filled.mgf	675.6756	35891	3622	GNPS-NIST14-MATCHES.mgf	675.6748	0.8523	9	0.0008			1		35.0	Data deposited by alchemistmatt		65f6bd9e532b4604a3da3c936ee8be6c/OMICS_MCL002_delta4b_18HRS_A_LIPID_112_POS_05Apr16_Legolas_Mclass.mzML		N/A	InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-	UAUDZVJPLUQNMU-KTKRTIGZSA-N				Positive	3		2	Spectral Match to 13-Docosenamide, (Z)- from NIST14 [2M+H]+	GNPS-NIST14-MATCHES	675.674805	Data from Katrina Waters;Yoshihiro Kawaoka;Richard Smith;Thomas Metz;Ralph Baric	N/A	3622	*..*	CCCCCCCC/C=C\CCCCCCCCCCCC(=O)N	ESI-QQQ	CCMSLIB00003138904		mwang87	CCMSLIB00003138904	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003138904
385	662	aligned_features_filled.mgf	786.6021	32515	8175	GNPS-NIST14-MATCHES.mgf	786.5970	0.9528	6	0.0051			1		30.0	Data deposited by daniel		dbb6e9a4b71d47e694de769b7a16bfd5/NIST_STD_001_b.mzXML		N/A	InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h15,17,21,23,42H,6-14,16,18-20,22,24-41H2,1-5H3/b17-15-,23-21-/t42-/m1/s1	FORFDCPQKJHEBF-VPUSDGANSA-N				Positive	3		2	Spectral Match to 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	786.596956	Data from Pieter Dorrestein	N/A	8175	*..*	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	ESI-qTof	CCMSLIB00003135444		mwang87	CCMSLIB00003135444	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003135444
391	673	aligned_features_filled.mgf	810.5983	775341	17273	PNNL-LIPIDS-POSITIVE.mgf	810.6010	0.7864	13	-0.0027			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(18:0/20:4); [M+H]+ C46H85N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	810.601	Thomas Metz	N/A	17273	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010088677		mwang87	CCMSLIB00010088677	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010088677
396	681	aligned_features_filled.mgf	310.3103	720273	2620	GNPS-LIBRARY.mgf	310.3470	0.7642	6	-0.0367			1		N/A	Luis Quiros-Guerrero		spectra_from_json.mgf		N/A	InChI=1S/C21H43N/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-18-21-19-16-17-20(2)22-21/h20-22H,3-19H2,1-2H3/t20-,21-/m0/s1	UZFYSJNBWVQZQB-SFTDATJTSA-N				Positive	1		2	(2R,6R)-2-methyl-6-pentadecylpiperidine [M+H]+	GNPS-LIBRARY	310.347	Wolfender	N/A	2620	*..*	CCCCCCCCCCCCCCC[C@@H]1N[C@@H](C)CCC1	ESI-Orbitrap	CCMSLIB00005724651		mpanitchpakdi	CCMSLIB00005724651	mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005724651
412	705	aligned_features_filled.mgf	625.5516	723588	7998	GNPS-LIBRARY.mgf	625.5510	0.7234	10	0.0005			1		N/A	Su Ding		spectra_from_json.mgf		N/A	N/A	N/A				Positive	3		2	OL (32:0) [M+H]+	GNPS-LIBRARY	625.551	S Ding	N/A	7998	*..*	N/A	LC-ESI-Orbitrap	CCMSLIB00006678144		mpanitchpakdi	CCMSLIB00006678144	mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006678144
415	709	aligned_features_filled.mgf	788.6171	31679	2380	GNPS-NIST14-MATCHES.mgf	788.6122	0.9489	6	0.0049			1		30.0	Data deposited by daniel		f86c70ab196842f5a7644656e26af83d/Plate1_C6.mzXML		N/A	N/A	N/A				Positive	3		2	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	788.61222	Data from James McKerrow	N/A	2380	*..*	N/A	ESI-Q-TOF	CCMSLIB00003134596		mwang87	CCMSLIB00003134596	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003134596
419	716	aligned_features_filled.mgf	387.1938	141851	279	GNPS-ION-MOBILITY-LIBRARY.mgf	387.1940	0.7889	6	-0.0002			1		N/A	victoriadeleray		spectra_from_json.mgf		N/A	InChI=1S/C21H26N2O5/c1-3-4-5-6-7-18(24)23-20(26)14-17(21(27)28)22-19(25)13-12-16-10-8-15(2)9-11-16/h1,8-11,17H,4-7,12-14H2,2H3,(H,22,25)(H,27,28)(H,23,24,26)/t17-/m0/s1	UDXWTDFWVBCTHY-KRWDZBQOSA-N				Positive	1		2	3(p-tolyl)propionic-acid_6-heptynoic-acid_L-asparagine [M+H]+	GNPS-ION-MOBILITY-LIBRARY	387.194	Pieter Dorrestein	N/A	279	*..*	C#CCCCCC(=O)NC(=O)C[C@H](NC(=O)CCc1ccc(C)cc1)C(=O)O	LC-ESI-ToF	CCMSLIB00016211762		jzemlin	CCMSLIB00016211762	mzspec:GNPS:GNPS-ION-MOBILITY-LIBRARY:accession:CCMSLIB00016211762
425	724	aligned_features_filled.mgf	744.5887	760812	2743	PNNL-LIPIDS-POSITIVE.mgf	744.5540	0.9097	7	0.0347			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(16:1/17:1); [M+H]+ C41H79N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	744.554	Thomas Metz	N/A	2743	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010058005		mwang87	CCMSLIB00010058005	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010058005
427	727	aligned_features_filled.mgf	760.5850	35400	1858	GNPS-NIST14-MATCHES.mgf	760.5860	0.9637	9	-0.0010			1		30.0	Data deposited by mjmeehan		55fc66d014f945d39bfa8290189f9de7/10-blood_pos_C18_QE.mzXML		N/A	InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/b21-20-/t40-/m1/s1	WTJKGGKOPKCXLL-VYOBOKEXSA-N				Positive	3		2	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	760.585997	Data from Gabriel Haddad	N/A	1858	*..*	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003138390		mwang87	CCMSLIB00003138390	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003138390
428	728	aligned_features_filled.mgf	788.6176	31679	2380	GNPS-NIST14-MATCHES.mgf	788.6122	0.9420	6	0.0054			1		30.0	Data deposited by daniel		f86c70ab196842f5a7644656e26af83d/Plate1_C6.mzXML		N/A	N/A	N/A				Positive	3		2	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	788.61222	Data from James McKerrow	N/A	2380	*..*	N/A	ESI-Q-TOF	CCMSLIB00003134596		mwang87	CCMSLIB00003134596	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003134596
429	729	aligned_features_filled.mgf	812.6163	773374	15305	PNNL-LIPIDS-POSITIVE.mgf	812.6170	0.8679	6	-0.0007			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(18:1/20:2); [M+H]+ C46H87N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	812.617	Thomas Metz	N/A	15305	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010084818		mwang87	CCMSLIB00010084818	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010084818
436	739	aligned_features_filled.mgf	785.6530	764922	6853	PNNL-LIPIDS-POSITIVE.mgf	785.6540	0.9426	7	-0.0010			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	SM(d16:1/24:1); [M+H]+ C45H90N2O6P1 [M+H]+	PNNL-LIPIDS-POSITIVE	785.654	Thomas Metz	N/A	6853	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010067106		mwang87	CCMSLIB00010067106	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010067106
