query_idx	query_scan	query_file	query_precursor_mz	library_idx	library_scan	library_filename	library_precursor_mz	cosine	matched_peaks	delta_mz	ADDUCT	ANALYZER	CHARGE	CHROMATOGRAPHY	COLLISION_ENERGY	DATACOLLECTOR	EXACTMASS	FILENAME	FORMULA	FRAGMENTATION_METHOD	INCHI	INCHIAUX	INSTRUMENT_MODEL	INSTRUMENT_VENDOR	IONIZATION	IONMODE	LIBRARYQUALITY	MS2_EXPLAINED_INTENSITY	MSLEVEL	NAME	ORGANISM	PEPMASS	PI	PUBMED	SCANS	SEQ	SMILES	SOURCE_INSTRUMENT	SPECTRUMID	SPLASH	SUBMITUSER	TITLE	USI
107	168	aligned_features_filled.mgf	734.5696	33205	3303	GNPS-NIST14-MATCHES.mgf	734.5637	0.9818	8	0.0059			1		30.0	Data deposited by mjmeehan		356758164f01481588b7d21cb4d698e0/28-lungs.mzXML		N/A	InChI=1S/C40H80NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-24-26-28-30-32-39(42)46-36-38(37-48-50(44,45)47-35-34-41(3,4)5)49-40(43)33-31-29-27-25-22-17-15-13-11-9-7-2/h38H,6-37H2,1-5H3/t38-/m1/s1	MZWGYEJOZNRLQE-KXQOOQHDSA-N				Positive	3		2	Spectral Match to 1-Stearoyl-2-myristoyl-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	734.56366	Data from Gabriel Haddad	N/A	3303	*..*	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC	ESI-qTof	CCMSLIB00003136123		mwang87	CCMSLIB00003136123	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003136123
108	169	aligned_features_filled.mgf	630.6189	718377	1811	GNPS-LIBRARY.mgf	630.6180	0.9019	11	0.0009			1		N/A	UMR 8038 Universite de Paris		spectra_from_json.mgf		N/A	InChI=1S/C42H81NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-26-28-30-32-34-36-38-42(46)43-40(39-44)41(45)37-35-33-31-29-27-25-16-14-12-10-8-6-4-2/h17-18,35,37,40-41,44-45H,3-16,19-34,36,38-39H2,1-2H3,(H,43,46)	VJSBNBBOSZJDKB-UHFFFAOYSA-N				Positive	3		2	Cer(d18:1_24:1) -  N-[1,3-dihydroxyoctadec-4-en-2-yl]tetracos-15-enamide [M-H2O+H]+	GNPS-LIBRARY	630.618	O Laprevote	N/A	1811	*..*	CCCCCCCCCCCCCC=CC(C(CO)NC(=O)CCCCCCCCCCCCCC=CCCCCCCCC)O	LC-ESI-qTof	CCMSLIB00005436375		OrlaneL	CCMSLIB00005436375	mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005436375
112	176	aligned_features_filled.mgf	284.2963	36687	4705	GNPS-NIST14-MATCHES.mgf	284.3000	0.9596	10	-0.0037			1		35.0	Data deposited by pmallard		ba311de896ac43dc9cc36bb3fade6642/150220_EF_PMA_PSN476_PM-88-6-f_ddMS2_pos.mzXML		N/A	InChI=1S/C18H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H2,19,20)	LYRFLYHAGKPMFH-UHFFFAOYSA-N				Positive	3		2	Spectral Match to Octadecanamide from NIST14 [M+H]+	GNPS-NIST14-MATCHES	284.3	Data from Wolfender/Litaudon	N/A	4705	*..*	CCCCCCCCCCCCCCCCCC(=O)N	ESI-QQQ	CCMSLIB00003139741		mwang87	CCMSLIB00003139741	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003139741
117	183	aligned_features_filled.mgf	788.6171	31679	2380	GNPS-NIST14-MATCHES.mgf	788.6122	0.9645	7	0.0049			1		30.0	Data deposited by daniel		f86c70ab196842f5a7644656e26af83d/Plate1_C6.mzXML		N/A	N/A	N/A				Positive	3		2	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	788.61222	Data from James McKerrow	N/A	2380	*..*	N/A	ESI-Q-TOF	CCMSLIB00003134596		mwang87	CCMSLIB00003134596	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003134596
127	198	aligned_features_filled.mgf	716.5233	786961	28899	PNNL-LIPIDS-POSITIVE.mgf	716.5230	0.7583	17	0.0003			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PE(16:1/18:1); [M+H]+ C39H75N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	716.523	Thomas Metz	N/A	28899	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010100303		mwang87	CCMSLIB00010100303	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010100303
128	199	aligned_features_filled.mgf	734.5704	33205	3303	GNPS-NIST14-MATCHES.mgf	734.5637	0.9877	9	0.0067			1		30.0	Data deposited by mjmeehan		356758164f01481588b7d21cb4d698e0/28-lungs.mzXML		N/A	InChI=1S/C40H80NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-24-26-28-30-32-39(42)46-36-38(37-48-50(44,45)47-35-34-41(3,4)5)49-40(43)33-31-29-27-25-22-17-15-13-11-9-7-2/h38H,6-37H2,1-5H3/t38-/m1/s1	MZWGYEJOZNRLQE-KXQOOQHDSA-N				Positive	3		2	Spectral Match to 1-Stearoyl-2-myristoyl-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	734.56366	Data from Gabriel Haddad	N/A	3303	*..*	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC	ESI-qTof	CCMSLIB00003136123		mwang87	CCMSLIB00003136123	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003136123
131	206	aligned_features_filled.mgf	400.3568	806264	13445	BERKELEY-LAB.mgf	400.3570	0.8495	7	-0.0002			1		N/A	JGI		3dacd5cf9c8d4c3d8596c71bf3234fbd/BERKELEY-LAB.mgf		N/A	InChI=1S/C27H45NO/c1-16-5-8-23-17(2)25-24(28(23)15-16)14-22-20-7-6-18-13-19(29)9-11-26(18,3)21(20)10-12-27(22,25)4/h16-25,29H,5-15H2,1-4H3/t16-,17+,18-,19-,20+,21-,22-,23+,24-,25-,26-,27-/m0/s1	JALVTHFTYRPDMB-HRRTYWNUSA-N				Positive	3		2	Demissidine CollisionEnergy:205060 [M+H]+	BERKELEY-LAB	400.357	Trent Northen	N/A	13445	*..*	CC1CCC2C(C)C3C(CC4C5CCC6CC(O)CCC6(C)C5CCC43C)N2C1	LC-ESI-Orbitrap	CCMSLIB00010115879		mwang87	CCMSLIB00010115879	mzspec:GNPS:BERKELEY-LAB:accession:CCMSLIB00010115879
140	222	aligned_features_filled.mgf	813.6843	32692	8438	GNPS-NIST14-MATCHES.mgf	813.6827	0.9626	7	0.0016			1		30.0	Data deposited by daniel		815429eafb604ae5a65a42cf0bcc01ac/NIST_STD_025_b.mzXML		N/A	N/A	N/A				Positive	3		2	Spectral Match to N-Tetracosenoyl-4-sphingenyl-1-O-phosphorylcholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	813.682656	Data from Pieter Dorrestein	N/A	8438	*..*	N/A	ESI-Q-TOF	CCMSLIB00003135664		mwang87	CCMSLIB00003135664	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003135664
152	242	aligned_features_filled.mgf	690.5074	747291	1403	GNPS-IOBA-NHC.mgf	690.5070	0.9049	14	0.0004			1		20.0	UMR CNRS 8038 Universite de Paris		d13a7832d41440df9a57092cfa9999a2/IOBA_control_20M_DDA_ESI+_1_308.mzXML		N/A	InChI=1S/C37H72NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-36(39)43-33-35(34-45-47(41,42)44-32-31-38)46-37(40)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h14,16,35H,3-13,15,17-34,38H2,1-2H3,(H,41,42)/b16-14-/t35-/m1/s1	CZOSTDZGCCEZTJ-WMHOIYFHSA-N				Positive	3		2	PE(16:0_16:1) - (2-aminoethoxy)[2-[hexadec-9-enoyloxy]-3-(hexadecanoyloxy)propoxy]phosphinic acid [M+H]+	GNPS-IOBA-NHC	690.507	N Auzeil	N/A	1403	*..*	[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCC	LC-ESI-qTof	CCMSLIB00005724087		mpanitchpakdi	CCMSLIB00005724087	mzspec:GNPS:GNPS-IOBA-NHC:accession:CCMSLIB00005724087
156	251	aligned_features_filled.mgf	813.6852	32692	8438	GNPS-NIST14-MATCHES.mgf	813.6827	0.9709	6	0.0025			1		30.0	Data deposited by daniel		815429eafb604ae5a65a42cf0bcc01ac/NIST_STD_025_b.mzXML		N/A	N/A	N/A				Positive	3		2	Spectral Match to N-Tetracosenoyl-4-sphingenyl-1-O-phosphorylcholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	813.682656	Data from Pieter Dorrestein	N/A	8438	*..*	N/A	ESI-Q-TOF	CCMSLIB00003135664		mwang87	CCMSLIB00003135664	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003135664
182	296	aligned_features_filled.mgf	716.5216	776243	18175	PNNL-LIPIDS-POSITIVE.mgf	716.5230	0.7132	16	-0.0014			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PE(16:1/18:1); [M+H]+ C39H75N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	716.523	Thomas Metz	N/A	18175	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010089579		mwang87	CCMSLIB00010089579	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010089579
188	306	aligned_features_filled.mgf	782.5675	35929	2601	GNPS-NIST14-MATCHES.mgf	782.5682	0.9130	14	-0.0007			1		30.0	Data deposited by mjmeehan		63098e9f3d694fa6b375bf3d17aacc8c/Blood_Blank_pos_C18_QE_07.mzXML		N/A	InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/b21-20-/t40-/m1/s1	WTJKGGKOPKCXLL-VYOBOKEXSA-N				Positive	3		2	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+Na]+	GNPS-NIST14-MATCHES	782.568225	Data from Gabriel Haddad	N/A	2601	*..*	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003138952		mwang87	CCMSLIB00003138952	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003138952
195	319	aligned_features_filled.mgf	774.6015	771224	13155	PNNL-LIPIDS-POSITIVE.mgf	774.6380	0.9403	8	-0.0365			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(O-18:0/18:1); [M+H]+ C44H89N1O7P1 [M+H]+	PNNL-LIPIDS-POSITIVE	774.638	Thomas Metz	N/A	13155	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010080368		mwang87	CCMSLIB00010080368	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010080368
202	330	aligned_features_filled.mgf	568.5659	787925	29863	PNNL-LIPIDS-POSITIVE.mgf	568.5670	0.8484	13	-0.0011			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	Cer(d18:0/18:0); [M+H]+ C36H74N1O3 [M+H]+	PNNL-LIPIDS-POSITIVE	568.567	Thomas Metz	N/A	29863	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010101267		mwang87	CCMSLIB00010101267	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010101267
218	355	aligned_features_filled.mgf	718.5763	779847	21779	PNNL-LIPIDS-POSITIVE.mgf	718.5750	0.9152	7	0.0013			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(O-16:0/16:1); [M+H]+ C40H81N1O7P1 [M+H]+	PNNL-LIPIDS-POSITIVE	718.575	Thomas Metz	N/A	21779	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010093183		mwang87	CCMSLIB00010093183	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010093183
224	366	aligned_features_filled.mgf	703.5757	771902	13833	PNNL-LIPIDS-POSITIVE.mgf	703.5750	0.9219	8	0.0007			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	SM(d18:1/16:0); [M+H]+ C39H80N2O6P1 [M+H]+	PNNL-LIPIDS-POSITIVE	703.575	Thomas Metz	N/A	13833	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010081777		mwang87	CCMSLIB00010081777	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010081777
229	376	aligned_features_filled.mgf	734.5698	33205	3303	GNPS-NIST14-MATCHES.mgf	734.5637	0.9500	8	0.0062			1		30.0	Data deposited by mjmeehan		356758164f01481588b7d21cb4d698e0/28-lungs.mzXML		N/A	InChI=1S/C40H80NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-24-26-28-30-32-39(42)46-36-38(37-48-50(44,45)47-35-34-41(3,4)5)49-40(43)33-31-29-27-25-22-17-15-13-11-9-7-2/h38H,6-37H2,1-5H3/t38-/m1/s1	MZWGYEJOZNRLQE-KXQOOQHDSA-N				Positive	3		2	Spectral Match to 1-Stearoyl-2-myristoyl-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	734.56366	Data from Gabriel Haddad	N/A	3303	*..*	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC	ESI-qTof	CCMSLIB00003136123		mwang87	CCMSLIB00003136123	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003136123
232	385	aligned_features_filled.mgf	746.6072	31840	2431	GNPS-NIST14-MATCHES.mgf	746.5884	0.9756	8	0.0188			1		30.0	Data deposited by mjmeehan		911aaf9fea3e43ecb208c13f468fc5c9/23-blood_pos_C18_QE.mzXML		N/A	InChI=1S/C42H84NO7P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-42(44)50-41(40-49-51(45,46)48-38-36-43(3,4)5)39-47-37-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h20,22,41H,6-19,21,23-40H2,1-5H3/b22-20-/t41-/m1/s1	SIEDNCDNGMIKST-IYEJTHTFSA-N				Positive	3		2	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	746.588379	Data from Gabriel Haddad	N/A	2431	*..*	CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003134771		mwang87	CCMSLIB00003134771	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003134771
241	399	aligned_features_filled.mgf	772.6227	764000	5931	PNNL-LIPIDS-POSITIVE.mgf	772.6220	0.9312	7	0.0007			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(O-18:0/18:2); [M+H]+ C44H87N1O7P1 [M+H]+	PNNL-LIPIDS-POSITIVE	772.622	Thomas Metz	N/A	5931	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010065062		mwang87	CCMSLIB00010065062	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010065062
243	402	aligned_features_filled.mgf	399.1292	49328	2953	MONA.mgf	399.1280	0.7419	9	0.0012			1		N/A	MoNA:VF-NPL-QEHF002953		spectra_from_json.mgf		N/A	InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1	AUNGANRZJHBGPY-SCRDCRAPSA-N				positive	3		2	RIBOFLAVIN [M+Na]+	MONA	399.128	MoNA	N/A	2953	*..*	Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C	ESI-QFT	CCMSLIB00004694016		mwang87	CCMSLIB00004694016	mzspec:GNPS:MONA:accession:CCMSLIB00004694016
245	404	aligned_features_filled.mgf	288.2895	696373	659	MASSBANKEU.mgf	288.2530	0.8312	6	0.0365			1		N/A	Massbank		spectra_from_json.mgf		N/A	InChI=1S/C16H33NO3/c1-2-3-4-5-6-7-8-9-10-11-16(20)17(12-14-18)13-15-19/h18-19H,2-15H2,1H3	AOMUHOFOVNGZAN-UHFFFAOYSA-N				Positive	3		2	MassbankEU:SM876702 Lauryl diethanolamide|N,N-bis(2-hydroxyethyl)dodecanamide [M+H]+	MASSBANKEU	288.253	Massbank EU	N/A	659	*..*	CCCCCCCCCCCC(=O)N(CCO)CCO	ESI-LC-ESI-QFT	CCMSLIB00000842020		mwang87	CCMSLIB00000842020	mzspec:GNPS:MASSBANKEU:accession:CCMSLIB00000842020
249	410	aligned_features_filled.mgf	746.5724	31840	2431	GNPS-NIST14-MATCHES.mgf	746.5884	0.9648	8	-0.0160			1		30.0	Data deposited by mjmeehan		911aaf9fea3e43ecb208c13f468fc5c9/23-blood_pos_C18_QE.mzXML		N/A	InChI=1S/C42H84NO7P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-42(44)50-41(40-49-51(45,46)48-38-36-43(3,4)5)39-47-37-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h20,22,41H,6-19,21,23-40H2,1-5H3/b22-20-/t41-/m1/s1	SIEDNCDNGMIKST-IYEJTHTFSA-N				Positive	3		2	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	746.588379	Data from Gabriel Haddad	N/A	2431	*..*	CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003134771		mwang87	CCMSLIB00003134771	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003134771
262	430	aligned_features_filled.mgf	760.5851	33615	2915	GNPS-NIST14-MATCHES.mgf	760.5856	0.9605	7	-0.0005			1		25.0	Data deposited by eriche		0e2ed80a407748f4bc0efd7a022e14d6/2014_10_07_KO_colony.mzXML		N/A	InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/b21-20-/t40-/m1/s1	WTJKGGKOPKCXLL-VYOBOKEXSA-N				Positive	3		2	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	760.58565	Data from Piel, Dittmann	N/A	2915	*..*	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003136583		mwang87	CCMSLIB00003136583	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003136583
267	438	aligned_features_filled.mgf	377.1463	722741	1363	GNPS-LIBRARY.mgf	377.1460	0.9159	13	0.0003			1		N/A	Anna Abrahamsson		spectra_from_json.mgf		N/A	InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1	AUNGANRZJHBGPY-SCRDCRAPSA-N				Positive	1		2	RIBOFLAVIN - 30.0 eV [M+H]+	GNPS-LIBRARY	377.146	Madeleine Ernst	N/A	1363	*..*	CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1	ESI-Orbitrap	CCMSLIB00005884516		mwang87	CCMSLIB00005884516	mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884516
275	453	aligned_features_filled.mgf	540.5354	773676	15607	PNNL-LIPIDS-POSITIVE.mgf	540.5360	0.9006	14	-0.0006			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	Cer(d18:0/16:0); [M+H]+ C34H70N1O3 [M+H]+	PNNL-LIPIDS-POSITIVE	540.536	Thomas Metz	N/A	15607	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010085448		mwang87	CCMSLIB00010085448	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010085448
276	454	aligned_features_filled.mgf	756.5525	773162	15093	PNNL-LIPIDS-POSITIVE.mgf	756.5540	0.9320	11	-0.0015			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	PC(16:1/18:2); [M+H]+ C42H79N1O8P1 [M+H]+	PNNL-LIPIDS-POSITIVE	756.554	Thomas Metz	N/A	15093	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010084384		mwang87	CCMSLIB00010084384	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010084384
277	455	aligned_features_filled.mgf	795.6289	760962	2893	PNNL-LIPIDS-POSITIVE.mgf	795.6290	0.8386	19	-0.0001			1		N/A	Thomas Metz		spectra_from_json.mgf		N/A	N/A	N/A				Positive	1		2	CoQ9; [M+H]+ C54H83O4 [M+H]+	PNNL-LIPIDS-POSITIVE	795.629	Thomas Metz	N/A	2893	*..*	N/A	LC-ESI-HCD; Velos	CCMSLIB00010058155		mwang87	CCMSLIB00010058155	mzspec:GNPS:PNNL-LIPIDS-POSITIVE:accession:CCMSLIB00010058155
278	456	aligned_features_filled.mgf	760.5865	33615	2915	GNPS-NIST14-MATCHES.mgf	760.5856	0.9704	7	0.0009			1		25.0	Data deposited by eriche		0e2ed80a407748f4bc0efd7a022e14d6/2014_10_07_KO_colony.mzXML		N/A	InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/b21-20-/t40-/m1/s1	WTJKGGKOPKCXLL-VYOBOKEXSA-N				Positive	3		2	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	760.58565	Data from Piel, Dittmann	N/A	2915	*..*	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003136583		mwang87	CCMSLIB00003136583	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003136583
284	468	aligned_features_filled.mgf	782.5674	35929	2601	GNPS-NIST14-MATCHES.mgf	782.5682	0.9141	15	-0.0009			1		30.0	Data deposited by mjmeehan		63098e9f3d694fa6b375bf3d17aacc8c/Blood_Blank_pos_C18_QE_07.mzXML		N/A	InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/b21-20-/t40-/m1/s1	WTJKGGKOPKCXLL-VYOBOKEXSA-N				Positive	3		2	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+Na]+	GNPS-NIST14-MATCHES	782.568225	Data from Gabriel Haddad	N/A	2601	*..*	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003138952		mwang87	CCMSLIB00003138952	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003138952
286	470	aligned_features_filled.mgf	746.6111	31840	2431	GNPS-NIST14-MATCHES.mgf	746.5884	0.7191	7	0.0227			1		30.0	Data deposited by mjmeehan		911aaf9fea3e43ecb208c13f468fc5c9/23-blood_pos_C18_QE.mzXML		N/A	InChI=1S/C42H84NO7P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-42(44)50-41(40-49-51(45,46)48-38-36-43(3,4)5)39-47-37-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h20,22,41H,6-19,21,23-40H2,1-5H3/b22-20-/t41-/m1/s1	SIEDNCDNGMIKST-IYEJTHTFSA-N				Positive	3		2	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	746.588379	Data from Gabriel Haddad	N/A	2431	*..*	CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003134771		mwang87	CCMSLIB00003134771	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003134771
287	471	aligned_features_filled.mgf	746.6063	31840	2431	GNPS-NIST14-MATCHES.mgf	746.5884	0.9697	8	0.0179			1		30.0	Data deposited by mjmeehan		911aaf9fea3e43ecb208c13f468fc5c9/23-blood_pos_C18_QE.mzXML		N/A	InChI=1S/C42H84NO7P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-42(44)50-41(40-49-51(45,46)48-38-36-43(3,4)5)39-47-37-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h20,22,41H,6-19,21,23-40H2,1-5H3/b22-20-/t41-/m1/s1	SIEDNCDNGMIKST-IYEJTHTFSA-N				Positive	3		2	Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 [M+H]+	GNPS-NIST14-MATCHES	746.588379	Data from Gabriel Haddad	N/A	2431	*..*	CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	ESI-qTof	CCMSLIB00003134771		mwang87	CCMSLIB00003134771	mzspec:GNPS:GNPS-NIST14-MATCHES:accession:CCMSLIB00003134771
